NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,URL,Pimpinan Yayasan,Operator Yayasan,Telepon Yayasan,Fax Yayasan,Email Yayasan,Kode Pos Yayasan,No Pendirian Yayasan,Tanggal Pendirian Yayasan,No Pengesahan PN LN Yayasan,No Pengesahan Menkumham Yayasan,Tanggal Pengesahan Menkumham Yayasan,Nama Yayasan,Kode Yayasan
20266042,TK ISLAM ISTIQOMAH,TK,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F5491DD5-3574-473E-A2FC-B11C01397419,H. Nur ali. S.Pd.I,Anggita Fitriyani,-,17413,hjelissumarnii@gmail.com,17413,19,26 Nov 2015,AHU-0028982.AH.01.04,,2015-12-04,Yayasan Istiqomah Jatimakmur,AD7296
20268308,TK IT IBNUL BALADI,TK,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/165EBB25-2E69-4FFE-9AEE-5EC09435CF2D,Dianing Sapitri,,021 84304953,17435,fifipribadi@hotmail.com,17435,-01/2010,01 May 2010,AHU-2744.AH.01.04.Tahun 2010,,,Yayasan Cahaya Rahmah,AA5390
20257153,SMP ADVENT BOGOR,SMP,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80283506-2DF5-E011-8E99-8F3E4A50DB7A,Karlisben Nainggolan,Herlina Christiana Simbolon,02518387648,16142,bogorsmpadvent@gmail.com,16142,-,10 Sep 2001,,,,Yayasan Perguruan Advent Bogor,AN8978
69839530,KB Al Fatah,KB,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02D4D257-7E00-4BFD-90DD-6324D2EBA4DB,Jumari,RIONLADO OKTAFIANO,-,45143,arropiah@hotmail.com,45143,118,10 Nov 2016,,,2016-11-10,Ar Ropiah,AI2489
69971786,TK KITA,TK,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF2F167D-652C-4FD8-B15E-7A9F0BFC032E,Hangga Trihatmaja,,-,17411,endangtriyani14@gmail.com,17411,12,10 Sep 2013,-,12,2013-09-10,YAYASAN KITA,AD7297
69953590,KB LEBAH KECIL,KB,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B09F32F-9471-49B2-A9CE-9BD69B20BAF7,Astuti,ASTUTI,Belum Tersedia,,,,,25 Dec 2016,,,2016-12-25,Luqman Al Hakim,AI2490
20223086,SMKS WIRA BUANA,SMK,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/157D001C-5A9B-4C3B-82A4-AC4FC7E2D1EA,H. BASIR,Kosih Kosasih,Belum Tersedia,,,,4,10 May 2014,,,,AL-BASIR ROSMINIAH,AA5391
20231611,SD ISLAM RAUDHATUL MUTTAQIN,SD,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B07C12BE-5422-E211-A520-8DD229870F9C,Fauzi Ruskam,Ranti Mayasari,021846913,17413,raudhatul.muttaqin@yahoo.co.id,17413,77,09 May 1984,-,AHU-07970.50.10.2014,2014-10-22,YPI Raudhatul Muttaqin,AD7300
20253231,SMPIT RAUDHATUL MUTTAQIN,SMP,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10CE3906-2DF5-E011-9135-BFCB668FD85B,Fauzi Ruskam,Ranti Mayasari,021846913,17413,raudhatul.muttaqin@yahoo.co.id,17413,77,09 May 1984,-,AHU-07970.50.10.2014,2014-10-22,YPI Raudhatul Muttaqin,AD7300
20266077,TK ISLAM RAUDHATUL MUTTAQIN,TK,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CBB2A26F-E276-4A9A-BD76-A1594EE7230C,Fauzi Ruskam,Ranti Mayasari,021846913,17413,raudhatul.muttaqin@yahoo.co.id,17413,77,09 May 1984,-,AHU-07970.50.10.2014,2014-10-22,YPI Raudhatul Muttaqin,AD7300
70034161,SMA RAUDHATUL MUTTAQIN,SMA,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57D81AFA-C351-43AB-BB72-DAB6881DD93D,Fauzi Ruskam,Ranti Mayasari,021846913,17413,raudhatul.muttaqin@yahoo.co.id,17413,77,09 May 1984,-,AHU-07970.50.10.2014,2014-10-22,YPI Raudhatul Muttaqin,AD7300
20258269,SDIT AL KHAIRIYAH,SD,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9021DCC0-2EE1-E111-8821-790300E09EC4,Mochamad Gilang Gondewa Putra,Iwan Suriawan,02518385328,16143,alfatihhadi09@gmail.com,16143,No 20,29 Jun 2005,20,"C1271,HT.01.02.TH.2005",2005-06-29,Yayasan Gondewa Purnamawarman,AN8979
20269822,TK IT AL-KHOERIYAH,TK,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8ED5180-E8F8-46CB-84F0-C40621DDFDF3,Mochamad Gilang Gondewa Putra,Iwan Suriawan,02518385328,16143,alfatihhadi09@gmail.com,16143,No 20,29 Jun 2005,20,"C1271,HT.01.02.TH.2005",2005-06-29,Yayasan Gondewa Purnamawarman,AN8979
69982666,SMPIT AL KHAIRIYAH,SMP,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5C63C598-E9B5-4647-B5CE-847243DCB32A,Mochamad Gilang Gondewa Putra,Iwan Suriawan,02518385328,16143,alfatihhadi09@gmail.com,16143,No 20,29 Jun 2005,20,"C1271,HT.01.02.TH.2005",2005-06-29,Yayasan Gondewa Purnamawarman,AN8979
69839594,SPS TUNAS BANGSA,SPS,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D50678A0-5156-4DDE-8F58-E43FA658D014,SRI SUHARTUTI,,-,45142,,45142,421.10/191/PNF-PO/2007,01 Jul 2007,,,2016-09-12,TUNAS BANGSA,AI2491
69869242,KB KEMUNING,KB,Kec. Klapanunggal,Kab. Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA46FDF8-7454-4589-BDC4-427C4BFE60A0,Hardi,,-,16873,hardi.grafika@gmail.com,16873,-,29 Oct 2016,-,-,2016-10-29,Dinda Pertiwi,AN8981
20266302,TK WALISONGO,TK,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/864B6C4E-C716-4792-9705-212534EAC4FA,"FEVRIANTYNINGKUSUMA,S.Sos",,0218445354,17432,,17432,NO.1,13 Oct 2010,,,,WALISONGO,AA5393
69795435,TK MELATI,TK,Kec. Tanjung Priok,Kota Jakarta Utara,Prov. D.K.I. Jakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E1D3B11-FA6F-40BB-A556-F0FD27893AA0,T.A.M LEMMERS,,0218482279,17421,tkmelatisunter@gmail.com,17421,69,20 Jul 1988,,,2016-02-20,Sinar pelangi,AD7301
20220299,SMKS WIKRAMA BOGOR,SMK,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B89720F6-2A2F-401B-B600-D35F5EAA999B,"R. Pratama Prabawaputra, S.Pi","Ayu Nurul Akhsanah, S.I.Kom.",0251 8242411,16720,prohumasi@smkwikrama.net,16720,,,,,,Yayasan Prawitama,AN8982
20275997,SMKS WIKRAMA 1 GARUT,SMK,Kec. Tarogong Kaler,Kab. Garut,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/179A6153-D921-421E-B2C2-A8CE14C7AC74,"R. Pratama Prabawaputra, S.Pi","Ayu Nurul Akhsanah, S.I.Kom.",0251 8242411,16720,prohumasi@smkwikrama.net,16720,,,,,,Yayasan Prawitama,AN8982
69899254,SMK WIKRAMA 1 BANJARMASIN,SMK,Kec. Banjarmasin Timur,Kota Banjarmasin,Prov. Kalimantan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF421E9C-DABF-4882-AA7F-319EAB027435,"R. Pratama Prabawaputra, S.Pi","Ayu Nurul Akhsanah, S.I.Kom.",0251 8242411,16720,prohumasi@smkwikrama.net,16720,,,,,,Yayasan Prawitama,AN8982
69839524,Daarul Hijrah,KB,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0030572D-4FC3-4A3F-B9D4-985D07CFA3BB,AKHMAD ARIFIN,Akhmad Arifin,-,45144,daarulhijrah69@gmail.com,45144,AHU-2662.AH.01.04.Tahun 2013,06 Oct 2010,,,2017-02-12,DAARUT TAUBAH,AI2492
69893018,TK ISLAM AL AKHBAR 2,TK,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/388E54DF-F9A0-4EF4-8439-23AB075A104C,IDHAM DAIR,,Belum Tersedia,17421,,17421,05,22 May 1989,,,,PENDIDIKAN GRIYA WARTAWAN,AD7302
69966607,SMP INKLUSI SCHOOL OF HUMAN,SMP,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E0A21B8-46BC-44FC-AF37-9152AC967A77,Munif Chatib,casidi,021 21284033,17433,info@schoolofhuman.sch.id,17433,2,12 Mar 2015,AHU.0003861.AH.01.12.TAHUN2015,AHU.0003861.AH.01.04.TAHUN 2015,2015-03-16,Yayasan Berkah Ommah Buya,AA5394
69966915,SMA INKLUSI SCHOOL OF HUMAN,SMA,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22C363B3-ABD6-4674-AF26-BDA6382DE569,Munif Chatib,casidi,021 21284033,17433,info@schoolofhuman.sch.id,17433,2,12 Mar 2015,AHU.0003861.AH.01.12.TAHUN2015,AHU.0003861.AH.01.04.TAHUN 2015,2015-03-16,Yayasan Berkah Ommah Buya,AA5394
20254665,SMP IT AL HASSAN,SMP,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40EB3906-2DF5-E011-8B17-89AE37AC0053,Mahfudz Abdurrahman,Arif Sohibur Rohman,84970404,17413,ponpesalhassan@gmail.com,17413,9000000011111111111111111111111111111111,24 Sep 2007,,,2014-09-24,YPI AL-HASSAN,AD7303
69788175,MAS AL HASSAN,MA,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B8D3CBF-0F20-4B24-A8E2-A26C98A7AD93,Mahfudz Abdurrahman,Arif Sohibur Rohman,84970404,17413,ponpesalhassan@gmail.com,17413,9000000011111111111111111111111111111111,24 Sep 2007,,,2014-09-24,YPI AL-HASSAN,AD7303
K0261017,LKP Menjahit Ibu Tahya,Kursus,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/697C52EC-88A3-427F-A1E6-FE68158F2F46,HJ IIS RUHYANI,,-,16415,husadamia@gmail.com,16415,951/102/kep/95,12 Oct 1995,421.9.2-BBPTPM-I/2015,421.10/1949/PAUD-DIKMAS,2015-12-04,LKP IU TAHYA,AN8983
20271407,SMKS BINA INSAN MANDIRI,SMK,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4CBE8763-8EE5-47A3-9162-76B5BB26271C,"Drs.H.Solichuddin, M.Pd.I",Nurmalasari,(0231)489639,45144,smkbimacirebon.10@gmail.com,45144,421.5/1910.A/disdik/2010,25 Jun 2010,,,2010-06-25,DARUL MASHOLEH,AI2493
69881144,TK IT INSAN EKSELENSIA,TK,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D987735F-6D20-4408-B3DA-B724ED3011B9,"SEKH UMAR,S.Pt",,02129067079,17432,,17432,14,25 Mar 2014,AHU-0018330.AH.01.04,,2016-04-01,YAYASAN ISLAM WAHANA BERKAH BERSAMA,AA5395
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,Teguh Imamuddin,,Belum Tersedia,45141,,45141,421.10/0165A/PNF-PO/2009,12 Sep 2016,,,2016-09-12,NUSA INDAH,AI2494
69961575,TK RUMAH CERDAS CIBUBUR,TK,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA10CAF8-92B8-41BC-9517-5C25F1F8EA85,Hj Indah Novebrita,Lindawati,02118452243,,rumahcerdas_cibubur@yahoo.com,,15,27 Oct 2014,,,2017-10-18,Yayasan Pendidikan Murah Hati,AA5396
69979236,SD PARADISA CENDEKIA,SD,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28B4831C-6535-49BD-818F-CFBB34D2CE63,Hj Indah Novebrita,Lindawati,02118452243,,rumahcerdas_cibubur@yahoo.com,,15,27 Oct 2014,,,2017-10-18,Yayasan Pendidikan Murah Hati,AA5396
69946266,SPS TAMAN BERMAIN MADANI,SPS,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23A49D0E-42F7-44B7-8F2F-3898FB38854C,Janti Susanti,,0218477463,17412,Teteh.yanti@yahoo.com,17412,,31 May 2011,,,2016-09-01,Posyandu Merak,AD7304
70005421,TKIT Ar Rahiim,TK,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/298FA74D-FFC0-4C74-A90E-DCC709DAE5FA,ARIS NOOR SURYA,LARASATI,-,16145,tkitarrahim@gmail.com,16145,03,15 Jan 2018,0,AHU-0000517.AH.01.12 TAHUN 2018,2018-01-16,YAYASAN AR RAHIM,AX5343
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,Erni asfiati M.Kes,,02170276809,17433,tkceria_islam@yahoo.com,17433,22,29 Jun 2010,,,2015-10-29,Cakrawala bangsa Sejahtera,AA5397
20223733,SD ISLAM ARMINA,SD,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D01412BE-5422-E211-B565-C3EEA67E8A56,"Ir. Darneli Guril,M.Sc",Muhamad Gunantika,-,17412,sdiarminautama@gmail.com,17412,22/SDI/AR/IX/2000,01 Jun 2000,421/1886-Dikdas,22/SDI/AR/IX/2000,2000-06-01,YAYASAN PENDIDIKAN ISLAM ARMINA UTAMA,AD7306
69881139,TK ARMINA UTAMA,TK,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/947C8F08-0DF5-4B13-B160-65AFF3D8C8BD,"Ir. Darneli Guril,M.Sc",Muhamad Gunantika,-,17412,sdiarminautama@gmail.com,17412,22/SDI/AR/IX/2000,01 Jun 2000,421/1886-Dikdas,22/SDI/AR/IX/2000,2000-06-01,YAYASAN PENDIDIKAN ISLAM ARMINA UTAMA,AD7306
69839586,SPS AL AMIN,SPS,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8D95D33-D564-48B6-8C11-6AD17377C6C3,Ginawati Limansah,Iin Yuningsih,Belum Tersedia,45123,,45123,AHU-380-AH.020.0.Tahun 2011,22 Dec 2015,,,2016-10-12,PEDIDIKAN PKK KOTA CIREBON,AI2496
69839588,SPS MANDIRI SEJAHTERA,SPS,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3FE20BA-698D-48DE-A74C-5BE499BE9F11,Ginawati Limansah,Iin Yuningsih,Belum Tersedia,45123,,45123,AHU-380-AH.020.0.Tahun 2011,22 Dec 2015,,,2016-10-12,PEDIDIKAN PKK KOTA CIREBON,AI2496
69839589,SPS Al Hijrah,SPS,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/053530C9-D60E-45E4-82E8-B6DCA5C2E893,Ginawati Limansah,Iin Yuningsih,Belum Tersedia,45123,,45123,AHU-380-AH.020.0.Tahun 2011,22 Dec 2015,,,2016-10-12,PEDIDIKAN PKK KOTA CIREBON,AI2496
69839590,SPS BERLIAN,SPS,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A668D3FE-20C7-41D9-81CA-F2BBA2D93778,Ginawati Limansah,Iin Yuningsih,Belum Tersedia,45123,,45123,AHU-380-AH.020.0.Tahun 2011,22 Dec 2015,,,2016-10-12,PEDIDIKAN PKK KOTA CIREBON,AI2496
